lawId,lawName,mst,lawType,promulgationDate,effectiveDate,ministry,docType
002000,전자문서 및 전자거래 기본법,236053,법률,20211019,20221020,"과학기술정보통신부,법무부",LAW
009332,전자문서 및 전자거래 기본법 시행규칙,224723,과학기술정보통신부령,20201222,20201222,"과학기술정보통신부,법무부",LAW
004754,전자문서 및 전자거래 기본법 시행령,256703,대통령령,20231212,20231212,"과학기술정보통신부,법무부",LAW
009644,전자어음의 발행 및 유통에 관한 법률,218913,법률,20200609,20201210,법무부,LAW
009921,전자어음의 발행 및 유통에 관한 법률 시행규칙,193042,법무부령,20170330,20170330,법무부,LAW
009863,전자어음의 발행 및 유통에 관한 법률 시행령,240183,대통령령,20220208,20220509,법무부,LAW
011778,전자조달의 이용 및 촉진에 관한 법률,277153,법률,20251001,20260102,"재정경제부,조달청",LAW
011913,전자조달의 이용 및 촉진에 관한 법률 시행규칙,144133,기획재정부령,20130917,20130923,"재정경제부,조달청",LAW
011912,전자조달의 이용 및 촉진에 관한 법률 시행령,280885,대통령령,20251230,20260102,"재정경제부,조달청",LAW
010355,정부법무공단법,276289,법률,20251001,20260102,법무부,LAW
010564,정부법무공단법 시행령,280993,대통령령,20251230,20260102,법무부,LAW
002039,제조물 책임법,193381,법률,20170418,20180419,"공정거래위원회,법무부",LAW
000705,조달사업에 관한 법률,277155,법률,20251001,20260102,"재정경제부,조달청",LAW
008200,조달사업에 관한 법률 시행규칙,282675,재정경제부령,20260102,20260102,"재정경제부,조달청",LAW
004862,조달사업에 관한 법률 시행령,280891,대통령령,20251230,20260102,"재정경제부,조달청",LAW
004867,조달청과 그 소속기관 직제,289093,대통령령,20260828,20260828,"조달청,행정안전부",LAW
008201,조달청과 그 소속기관 직제 시행규칙,289231,재정경제부령,20260828,20260828,조달청,LAW
008202,조달품질원 시험ㆍ분석 규칙,222267,기획재정부령,20201005,20201005,"재정경제부,조달청",LAW
012514,주식ㆍ사채 등의 전자등록에 관한 법률,267561,법률,20241231,20241231,"금융위원회,법무부",LAW
013496,주식ㆍ사채 등의 전자등록에 관한 법률 시행령,252119,대통령령,20230627,20230701,"금융위원회,법무부",LAW
011320,주택임대차계약증서상의 확정일자 부여 및 임대차 정보제공에 관한 규칙,240291,법무부령,20220207,20220207,법무부,LAW
001248,주택임대차보호법,276291,법률,20251001,20260102,"국토교통부,법무부",LAW
004950,주택임대차보호법 시행령,287183,대통령령,20260623,20260701,"국토교통부,법무부",LAW
013993,중대재해 처벌 등에 관한 법률,228817,법률,20210126,20220127,"고용노동부,공정거래위원회,국토교통부,기후에너지환경부,법무부,산업통상부,중소벤처기업부",LAW
014159,중대재해 처벌 등에 관한 법률 시행령,277417,대통령령,20251001,20251001,"고용노동부,공정거래위원회,국토교통부,기후에너지환경부,법무부,산업통상부,중소벤처기업부",LAW
001205,중재법,276293,법률,20251001,20251001,법무부,LAW
012707,중재산업 진흥에 관한 법률,188534,법률,20161227,20170628,법무부,LAW
012892,중재산업 진흥에 관한 법률 시행령,194499,대통령령,20170627,20170628,법무부,LAW
009608,증권관련 집단소송법,140592,법률,20130528,20130829,법무부,LAW
008312,지문을채취할형사피의자의범위에관한규칙,73737,법무부령,20060424,20060424,법무부,LAW
011238,지정공증인의 사무처리 등에 관한 규칙,240293,법무부령,20220207,20220207,법무부,LAW
005142,직무대리규정,246975,대통령령,20221227,20221227,인사혁신처,LAW
010221,직무분석규정,281719,대통령령,20251230,20260102,인사혁신처,LAW
012155,진술조력인의 선정 등에 관한 규칙,261699,법무부령,20240401,20240401,법무부,LAW
010592,질서위반행위규제법,224847,법률,20201229,20210101,법무부,LAW
010775,질서위반행위규제법 시행령,287547,대통령령,20260630,20260630,법무부,LAW
001262,집합건물의 소유 및 관리에 관한 법률,249285,법률,20230328,20230929,법무부,LAW
009582,집합건물의 소유 및 관리에 관한 법률 시행령,254889,대통령령,20230926,20230929,법무부,LAW
001292,집행관법,222441,법률,20201020,20210421,법무부,LAW
010910,채권의 공정한 추심에 관한 법률,268669,법률,20250121,20250722,법무부,LAW
011056,채권의 공정한 추심에 관한 법률 시행령,164242,대통령령,20141121,20141121,법무부,LAW
009930,채무자 회생 및 파산에 관한 법률,267359,법률,20241220,20260301,법무부,LAW
010188,채무자 회생 및 파산에 관한 법률 시행령,263089,대통령령,20240611,20240611,법무부,LAW
011091,축사의 부동산등기에 관한 특례법,210145,법률,20190820,20191121,법무부,LAW
014328,출국대기실 운영 규칙,245863,법무부령,20221205,20230306,법무부,LAW
008493,출입국관리공무원 복제규칙,232775,법무부령,20210607,20210607,법무부,LAW
001707,출입국관리법,272921,법률,20250722,20260123,법무부,LAW
008494,출입국관리법 시행규칙,283059,법무부령,20260123,20260123,법무부,LAW
005256,출입국관리법 시행령,271319,대통령령,20250527,20250601,법무부,LAW
010086,친일반민족행위자 재산의 국가귀속에 관한 특별법,113181,법률,20110519,20110519,법무부,LAW
010230,친일반민족행위자 재산의 국가귀속에 관한 특별법 시행령,280997,대통령령,20251230,20260102,법무부,LAW
012019,특별감찰관법,152098,법률,20140318,20140619,법무부,LAW
012084,특별감찰관법 시행령,155665,대통령령,20140617,20140619,법무부,LAW
012020,특별검사의 임명 등에 관한 법률,242101,법률,20220509,20220910,법무부,LAW
012083,특별검사의 임명 등에 관한 법률 시행령,155664,대통령령,20140617,20140619,법무부,LAW
013978,특별사법경찰관리에 대한 검사의 수사지휘 및 특별사법경찰관리의 수사준칙에 관한 규칙,287777,법무부령,20260630,20260701,법무부,LAW
009244,특정 금융거래정보의 보고 및 이용 등에 관한 법률,283365,법률,20260219,20260820,"금융위원회,법무부",LAW
009256,특정 금융거래정보의 보고 및 이용 등에 관한 법률 시행령,288765,대통령령,20260818,20260820,"금융위원회,법무부",LAW
001133,특정강력범죄의 처벌에 관한 특례법,280403,법률,20251223,20260624,법무부,LAW
002009,특정범죄신고자 등 보호법,188381,법률,20161220,20161220,법무부,LAW
008553,특정범죄신고자 등 보호법 시행규칙,264531,법무부령,20240730,20240730,법무부,LAW
005327,특정범죄신고자등보호법시행령,225685,대통령령,20201231,20210101,법무부,LAW
014514,특정중대범죄 피의자 등 신상정보 공개에 관한 법률,255431,법률,20231024,20240125,법무부,LAW
014595,특정중대범죄 피의자 등 신상정보 공개에 관한 법률 시행령,259309,대통령령,20240123,20240125,법무부,LAW
001436,포획심판령,4323,대통령긴급명령,19521004,19521004,"국방부,법무부",LAW
005359,포획심판소및고등포획심판소개설에관한건,31205,대통령령,19521004,19521004,"국방부,법무부",LAW
010405,한국법학원 육성법,199508,법률,20171212,20171212,법무부,LAW
010525,한국법학원 육성법 시행령,192356,대통령령,20170315,20170315,법무부,LAW
001218,행정소송법,285913,법률,20260512,20260512,법무부,LAW
001119,헌정질서 파괴범죄의 공소시효 등에 관한 특례법,235565,법률,20210924,20220701,"국방부,법무부",LAW
011723,헤이그 국제아동탈취협약 이행에 관한 법률,130656,법률,20121211,20130301,법무부,LAW
011774,헤이그 국제아동탈취협약 이행에 관한 법률 시행규칙,132928,법무부령,20130228,20130301,법무부,LAW
011139,형사사법절차 전자화 촉진법,238257,법률,20211228,20211228,법무부,LAW
011196,형사사법절차 전자화 촉진법 시행령,241529,대통령령,20220405,20220405,법무부,LAW
014169,형사사법절차에서의 전자문서 이용 등에 관한 법률,236225,법률,20211019,20241020,법무부,LAW
014751,형사사법절차에서의 전자문서 이용 등에 관한 법률 시행령,271391,대통령령,20250602,20250602,법무부,LAW
001114,형사소송비용 등에 관한 법률,122990,법률,20120210,20120210,법무부,LAW
001129,형의 실효 등에 관한 법률,252635,법률,20230706,20230706,법무부,LAW
005652,형의 실효 등에 관한 법률 시행령,261599,대통령령,20240402,20240402,법무부,LAW
005653,형집행정지자관찰규정,243627,대통령령,20220630,20220701,법무부,LAW
001173,혼인신고특례법,91380,법률,20090130,20090130,법무부,LAW
005659,혼인신고특례법시행령,187752,대통령령,20161129,20161129,법무부,LAW
005672,확정일자부 및 일자인 조제에 관한 규정,120210,대통령령,20111230,20120101,법무부,LAW
011826,후견등기에 관한 법률,198486,법률,20171031,20190101,법무부,LAW
002315,공무원임용령,285403,대통령령,20260407,20260701,인사혁신처,LAW
015092,공소청법,285045,법률,20260324,20261002,법무부,LAW
001702,상법,284143,법률,20260306,20270101,법무부,LAW
003811,상법 시행령,288205,대통령령,20260721,20270101,법무부,LAW
015135,친일반민족행위자 재산의 국가귀속 등에 관한 특별법,286343,법률,20260602,20261203,법무부,LAW
35334,가석방 업무지침,2100000276392,예규,20260330,20260330,법무부,ADMIN_RULE
37401,가석방심사위원회 운영지침,2100000276340,예규,20260330,20260330,법무부,ADMIN_RULE
43058,경비교도 보상 등에 관한 지침,2100000278360,훈령,20260501,20260501,법무부,ADMIN_RULE
29464,공무원 임용규칙,2100000281502,예규,20260630,20260630,인사혁신처,ADMIN_RULE
87003,교도관 훈련에 관한 규칙,2100000230968,훈령,20231101,20231101,법무부,ADMIN_RULE
37588,교도관·대체복무요원 급식관리지침,2100000234494,예규,20240103,20240103,법무부,ADMIN_RULE
26465,교도소와 소년원 및 외국인보호소 등 의무관 임상연구비 지급지침,2100000230792,훈령,20231025,20240101,법무부,ADMIN_RULE
36282,교도작업운영지침,2100000218879,예규,20230206,20230206,법무부,ADMIN_RULE
36283,교도작업특별회계 운영지침,2100000236340,예규,20240214,20240214,법무부,ADMIN_RULE
61378,교정공무원 기관장(葬)에 관한 규정,2100000108059,예규,20171229,20171229,법무부,ADMIN_RULE
37730,교정공무원 상호부조회 규정,2100000277210,예규,20260410,20260410,법무부,ADMIN_RULE
46978,교정공무원 인사운영 규칙,2100000234486,훈령,20240102,20240201,법무부,ADMIN_RULE
39881,교정공무원기장 등 수여 및 패용에 관한 규정,2100000090194,훈령,20170620,20170620,법무부,ADMIN_RULE
37575,교정기 규정,2000000024378,훈령,20130621,20130621,법무부,ADMIN_RULE
59009,교정민원콜센터 운영규정,2100000274270,예규,20260209,20260209,법무부,ADMIN_RULE
51868,교정본부 보고사무지침,2100000211709,훈령,20220526,20220701,법무부,ADMIN_RULE
28763,교정사고 유형별 문책기준 지침,2100000210483,예규,20220401,20220401,법무부,ADMIN_RULE
38225,교정시설 경비등급별 수형자의 처우 등에 관한 지침,2100000243146,예규,20240626,20240701,법무부,ADMIN_RULE
37585,교정위원 운영지침,2100000220730,예규,20230314,20230314,법무부,ADMIN_RULE
26678,교정의 날 규칙,2000000000735,훈령,20050901,20050901,법무부,ADMIN_RULE
86352,교정정책자문위원회 운영 규정,2100000276408,훈령,20260326,20260326,법무부,ADMIN_RULE
78303,교정직 공무원의 교정교육 전문 강사 자격인정 및 절차에 관한 규정,2100000240368,훈령,20240503,20240503,법무부,ADMIN_RULE
37581,교정직공무원 임용시험의 체력검사 평가종목별 측정방법에 관한 규정,2100000178657,예규,20190521,20190521,법무부,ADMIN_RULE
84831,교정직제 영어 명칭 등에 관한 지침,2100000220774,예규,20230314,20230314,법무부,ADMIN_RULE
86499,교정특별사법경찰 운영규정,2100000249288,훈령,20241101,20241101,법무부,ADMIN_RULE
28315,교정행정정보화업무지침,2100000038844,훈령,20160120,20160201,법무부,ADMIN_RULE
30248,국가공무원 복무ㆍ징계 관련 예규,2100000281246,예규,20260623,20260623,인사혁신처,ADMIN_RULE
74434,대체복무요원 교육규칙,2100000233732,훈령,20231228,20231228,법무부,ADMIN_RULE
74433,대체역 복무관리규칙,2100000268562,훈령,20251203,20251203,법무부,ADMIN_RULE
37922,민영교도소 운영경비 회계 등에 관한 지침,2100000253510,예규,20250116,20250120,법무부,ADMIN_RULE
83074,법무부 교정시설 감염병관리지원단 운영 규정,2100000263134,훈령,20250819,20250901,법무부,ADMIN_RULE
37286,법무부 성과관리 운영규정,2100000234764,훈령,20240108,20240108,법무부,ADMIN_RULE
37000,법무부 소속 공무원 보직관리기준,2100000254850,훈령,20250221,20250221,법무부,ADMIN_RULE
37001,법무부소속 공무원 임용권 및 임용시험실시권 위임규칙,2100000245882,훈령,20240812,20240812,법무부,ADMIN_RULE
37590,보관금품 관리지침,2100000252598,예규,20250102,20250102,법무부,ADMIN_RULE
54074,분류센터 운영지침,2100000256922,예규,20250325,20250401,법무부,ADMIN_RULE
2046965,분류처우 업무지침,2100000255778,예규,20250227,20250301,법무부,ADMIN_RULE
37587,비상대기숙소 관리지침,2100000232102,예규,20231127,20231201,법무부,ADMIN_RULE
32482,사망수용자 장례비 지급 지침,2100000093894,예규,20170817,20170817,법무부,ADMIN_RULE
40159,소년수형자 처우 등에 관한 지침,2100000243132,예규,20240626,20240701,법무부,ADMIN_RULE
37584,수용자 교육교화 운영지침,2100000220728,예규,20230314,20230314,법무부,ADMIN_RULE
37576,수용자 급식관리위원회 운영지침,2100000071879,훈령,20161230,20170101,법무부,ADMIN_RULE
37589,수용자 급식관리지침,2100000234496,예규,20240103,20240103,법무부,ADMIN_RULE
37586,수용자 사회복귀지원 등에 관한 지침,2100000255630,예규,20250312,20250312,법무부,ADMIN_RULE
37037,수용자 의료관리지침,2100000251988,예규,20241231,20241231,법무부,ADMIN_RULE
28644,수용자 인권업무 처리지침,2100000260276,예규,20250701,20250701,법무부,ADMIN_RULE
32495,수용자 자비구매물품의 공급에 관한 지침,2100000198614,훈령,20210226,20210302,법무부,ADMIN_RULE
28645,수용자 청원 처리지침,2100000233322,예규,20231226,20231231,법무부,ADMIN_RULE
28718,수용자 피복관리 및 제작·운용에 관한 지침,2100000252600,예규,20250102,20250102,법무부,ADMIN_RULE
37583,수형자 직업능력개발훈련 운영지침,2100000260706,예규,20250630,20250630,법무부,ADMIN_RULE
34791,수형자 취업 및 창업지원 업무 지침,2100000254464,예규,20250212,20250212,법무부,ADMIN_RULE
37580,순회점검반 운영지침,2100000180063,예규,20190701,20190701,법무부,ADMIN_RULE
56055,심리치료 업무지침,2100000276308,예규,20260401,20260401,법무부,ADMIN_RULE
32485,전문경력관 직업능력개발훈련교사 임용 규정,2100000254466,예규,20250212,20250212,법무부,ADMIN_RULE
75221,지방교정청등의 조직 및 정원관리에 관한 규정,2100000195809,훈령,20201221,20210101,법무부,ADMIN_RULE
37383,피보호감호자 분류처우 업무지침,2100000243144,훈령,20240626,20240701,법무부,ADMIN_RULE
32484,현황작성 및 보고요령 지침,2000000025796,예규,20131015,20131015,법무부,ADMIN_RULE
37579,휴가일수 계산 자체 기준 지침,2100000181661,예규,20190827,20190827,법무부,ADMIN_RULE
